name,defender_name,shot_made_flag,n_shot,n_made
Derrick Rose,Tiago Splitter,1,2,1
Derrick Rose,Tim Duncan,0,1,0
Derrick Rose,Timofey Mozgov,0,4,0
Derrick Rose,Toney Douglas,0,1,0
Derrick Rose,Tony Parker,2,2,2
Derrick Rose,Trevor Ariza,0,1,0
Derrick Rose,Trey Burke,6,13,6
Derrick Rose,Tristan Thompson,3,3,3
Derrick Rose,Ty Lawson,2,10,2
Derrick Rose,Tyler Zeller,1,3,1
Derrick Rose,Tyreke Evans,6,7,6
Derrick Rose,Tyson Chandler,2,6,2
Derrick Rose,Udonis Haslem,0,1,0
Derrick Rose,Victor Oladipo,1,6,1
Derrick Rose,Wayne Ellington,1,10,1
Derrick Rose,Wesley Johnson,3,3,3
Derrick Rose,Wesley Matthews,2,2,2
Derrick Rose,Willie Green,1,1,1
Derrick Rose,Wilson Chandler,2,4,2
Derrick Williams,Alex Len,2,2,2
Derrick Williams,Alexey Shved,1,1,1
Derrick Williams,Alexis Ajinca,1,2,1
Derrick Williams,Andre Iguodala,0,3,0
Derrick Williams,Andre Roberson,0,1,0
Derrick Williams,Andrea Bargnani,2,3,2
Derrick Williams,Andrew Bogut,1,1,1
Derrick Williams,Andrew Nicholson,1,2,1
Derrick Williams,Andrew Wiggins,3,4,3
Derrick Williams,Anthony Bennett,0,2,0
Derrick Williams,Anthony Davis,0,2,0
Derrick Williams,Anthony Morrow,0,1,0
Derrick Williams,Archie Goodwin,0,1,0
Derrick Williams,Arron Afflalo,0,2,0
Derrick Williams,Austin Rivers,0,1,0
Derrick Williams,Avery Bradley,0,1,0
Derrick Williams,Ben Gordon,0,1,0
Derrick Williams,Beno Udrih,1,1,1
Derrick Williams,Bismack Biyombo,3,3,3
Derrick Williams,Blake Griffin,2,4,2
Derrick Williams,Boris Diaw,2,4,2
Derrick Williams,Brandan Wright,2,2,2
Derrick Williams,Brandon Bass,1,4,1
Derrick Williams,Brendan Haywood,0,1,0
Derrick Williams,CJ McCollum,0,1,0
Derrick Williams,Cameron Bairstow,0,1,0
Derrick Williams,Carlos Boozer,3,6,3
Derrick Williams,Caron Butler,2,4,2
Derrick Williams,Chandler Parsons,0,1,0
Derrick Williams,Channing Frye,2,2,2
Derrick Williams,Charlie Villanueva,3,4,3
Derrick Williams,Chase Budinger,1,1,1
Derrick Williams,Chris Johnson,2,3,2
Derrick Williams,Chris Kaman,2,3,2
Derrick Williams,Chris Paul,1,1,1
Derrick Williams,Clint Capela,1,4,1
Derrick Williams,Cody Zeller,0,2,0
Derrick Williams,Cole Aldrich,0,1,0
Derrick Williams,Corey Brewer,0,2,0
Derrick Williams,D.J. Augustin,2,3,2
Derrick Williams,Damian Lillard,1,1,1
Derrick Williams,Danilo Gallinari,0,2,0
Derrick Williams,Danny Granger,1,2,1
Derrick Williams,Dante Cunningham,1,4,1
Derrick Williams,Darius Morris,1,1,1
Derrick Williams,DeAndre Jordan,1,1,1
Derrick Williams,DeMarre Carroll,0,2,0
Derrick Williams,Dennis Schroder,1,2,1
Derrick Williams,Devin Harris,0,2,0
Derrick Williams,Dewayne Dedmon,1,1,1
Derrick Williams,Dirk Nowitzki,2,5,2
Derrick Williams,Dorell Wright,0,1,0
Derrick Williams,Doug McDermott,0,1,0
Derrick Williams,Draymond Green,1,5,1
Derrick Williams,Drew Gooden,1,3,1
Derrick Williams,Dwyane Wade,0,1,0
Derrick Williams,Ed Davis,5,7,5
Derrick Williams,Enes Kanter,0,2,0
Derrick Williams,Eric Bledsoe,1,1,1
Derrick Williams,Ersan Ilyasova,1,1,1
Derrick Williams,Evan Fournier,1,1,1
Derrick Williams,Evan Turner,1,1,1
Derrick Williams,Gerald Green,1,1,1
Derrick Williams,Gerald Henderson,1,1,1
Derrick Williams,Giannis Antetokounmpo,0,1,0
Derrick Williams,Glen Davis,1,2,1
Derrick Williams,Gordon Hayward,0,1,0
Derrick Williams,Gorgui Dieng,1,1,1
Derrick Williams,Greg Monroe,2,5,2
Derrick Williams,Greivis Vasquez,2,2,2
Derrick Williams,Harrison Barnes,1,2,1
Derrick Williams,Hassan Whiteside,1,1,1
Derrick Williams,Hedo Turkoglu,0,3,0
Derrick Williams,Henry Walker,2,2,2
Derrick Williams,Hollis Thompson,3,4,3
Derrick Williams,Iman Shumpert,1,1,1
Derrick Williams,Isaiah Canaan,1,3,1
Derrick Williams,Isaiah Thomas,2,2,2
Derrick Williams,Ish Smith,0,1,0
Derrick Williams,J.R. Smith,0,1,0
Derrick Williams,JJ Hickson,0,1,0
Derrick Williams,JJ Redick,2,3,2
Derrick Williams,JaKarr Sampson,0,1,0
Derrick Williams,Jabari Brown,2,3,2
Derrick Williams,Jae Crowder,1,4,1
Derrick Williams,Jamal Crawford,1,2,1
Derrick Williams,James Ennis,0,1,0
Derrick Williams,James Harden,3,5,3
Derrick Williams,James Johnson,0,1,0
Derrick Williams,James Young,2,2,2
Derrick Williams,Jared Dudley,1,1,1
Derrick Williams,Jarrett Jack,1,1,1
Derrick Williams,Jason Maxiell,1,4,1
Derrick Williams,Jason Smith,1,2,1
Derrick Williams,Jeff Green,1,3,1
Derrick Williams,Jeff Withey,0,1,0
Derrick Williams,Jeremy Evans,1,2,1
Derrick Williams,Jeremy Lin,0,1,0
Derrick Williams,Jerryd Bayless,1,1,1
Derrick Williams,Jimmer Fredette,0,1,0
Derrick Williams,Joakim Noah,0,1,0
Derrick Williams,Joe Ingles,1,5,1
Derrick Williams,Joey Dorsey,0,2,0
Derrick Williams,Joffrey Lauvergne,1,2,1
Derrick Williams,John Wall,0,1,0
Derrick Williams,Johnny O'Bryant,0,1,0
Derrick Williams,Jonas Jerebko,2,4,2
Derrick Williams,Jonas Valanciunas,3,3,3
Derrick Williams,Jordan Clarkson,2,2,2
Derrick Williams,Jordan Hill,3,4,3
Derrick Williams,Jorge Gutierrez,0,1,0
Derrick Williams,Josh Smith,2,7,2
Derrick Williams,Kelly Olynyk,0,1,0
Derrick Williams,Kendall Marshall,0,1,0
Derrick Williams,Kendrick Perkins,1,3,1
Derrick Williams,Kenneth Faried,2,3,2
Derrick Williams,Kentavious Caldwell-Pope,1,2,1
Derrick Williams,Kevin Durant,0,1,0
Derrick Williams,Kevin Love,0,1,0
Derrick Williams,Kevin Seraphin,1,1,1
Derrick Williams,Khris Middleton,1,3,1
Derrick Williams,Klay Thompson,0,1,0
Derrick Williams,Kosta Koufos,1,4,1
Derrick Williams,Kostas Papanikolaou,1,1,1
Derrick Williams,Kyle Lowry,3,5,3
Derrick Williams,Kyle OQuinn,1,1,1
Derrick Williams,Kyle Singler,1,2,1
Derrick Williams,LaMarcus Aldridge,3,4,3
Derrick Williams,Lance Thomas,1,2,1
Derrick Williams,Luc Mbah a Moute,1,1,1
Derrick Williams,Luol Deng,1,4,1
Derrick Williams,Manu Ginobili,0,1,0
Derrick Williams,Marc Gasol,0,3,0
Derrick Williams,Marcin Gortat,2,3,2
Derrick Williams,Marco Belinelli,0,3,0
Derrick Williams,Marcus Morris,3,4,3
Derrick Williams,Markieff Morris,1,3,1
Derrick Williams,Marreese Speights,0,2,0
Derrick Williams,Marvin Williams,0,2,0
Derrick Williams,Matt Barnes,1,3,1
Derrick Williams,Matt Bonner,3,5,3
Derrick Williams,Matthew Dellavedova,2,2,2
Derrick Williams,Meyers Leonard,1,2,1
Derrick Williams,Michael Beasley,1,2,1
Derrick Williams,Mike Conley,0,1,0
Derrick Williams,Mike Dunleavy,1,3,1
Derrick Williams,Mike Miller,0,2,0
Derrick Williams,Mike Muscala,0,1,0
Derrick Williams,Miles Plumlee,1,3,1
Derrick Williams,Mirza Teletovic,1,5,1
Derrick Williams,Mo Williams,0,1,0
Derrick Williams,Monta Ellis,2,2,2
Derrick Williams,Nick Calathes,1,1,1
Derrick Williams,Nick Collison,2,5,2
Derrick Williams,Nick Young,0,1,0
Derrick Williams,Nicolas Batum,1,1,1
Derrick Williams,Nikola Mirotic,2,2,2
Derrick Williams,O.J. Mayo,1,2,1
Derrick Williams,Otto Porter,1,2,1
Derrick Williams,PJ Tucker,0,2,0
Derrick Williams,Pablo Prigioni,1,1,1
Derrick Williams,Patrick Beverley,1,2,1
Derrick Williams,Patrick Patterson,1,4,1
Derrick Williams,Paul Millsap,1,2,1
Derrick Williams,Pero Antic,0,2,0
Derrick Williams,Perry Jones,0,1,0
Derrick Williams,Phil Pressey,1,1,1
Derrick Williams,Quincy Acy,0,2,0
Derrick Williams,Rajon Rondo,0,1,0
Derrick Williams,Rasual Butler,4,6,4
Derrick Williams,Reggie Jackson,1,1,1
Derrick Williams,Richard Jefferson,1,1,1
Derrick Williams,Robert Covington,1,2,1
Derrick Williams,Robert Sacre,2,7,2
Derrick Williams,Rodney Hood,2,4,2
Derrick Williams,Rudy Gobert,1,2,1
Derrick Williams,Russell Westbrook,0,2,0
Derrick Williams,Ryan Anderson,0,2,0
Derrick Williams,Ryan Kelly,0,1,0
Derrick Williams,Samuel Dalembert,0,1,0
Derrick Williams,Serge Ibaka,0,1,0
Derrick Williams,Shabazz Muhammad,1,3,1
Derrick Williams,Shabazz Napier,1,2,1
Derrick Williams,Shane Larkin,1,1,1
Derrick Williams,Shaun Livingston,1,3,1
Derrick Williams,Shawn Marion,0,1,0
Derrick Williams,Spencer Hawes,0,2,0
Derrick Williams,Stephen Curry,1,1,1
Derrick Williams,Steven Adams,0,4,0
Derrick Williams,TJ Warren,0,3,0
Derrick Williams,Taj Gibson,1,1,1
Derrick Williams,Tarik Black,1,3,1
Derrick Williams,Thaddeus Young,3,3,3
Derrick Williams,Thomas Robinson,1,2,1
Derrick Williams,Tim Duncan,0,1,0
Derrick Williams,Tim Hardaway Jr.,2,2,2
Derrick Williams,Tobias Harris,1,2,1
Derrick Williams,Toney Douglas,1,2,1
Derrick Williams,Toure Murry,0,1,0
Derrick Williams,Trevor Ariza,2,2,2
Derrick Williams,Trevor Booker,4,5,4
Derrick Williams,Troy Daniels,0,2,0
Derrick Williams,Ty Lawson,0,2,0
Derrick Williams,Tyler Johnson,0,1,0
Derrick Williams,Tyreke Evans,1,1,1
Derrick Williams,Tyson Chandler,0,1,0
Derrick Williams,Udonis Haslem,1,2,1
Derrick Williams,Vander Blue,0,1,0
Derrick Williams,Victor Oladipo,1,2,1
Derrick Williams,Vince Carter,1,3,1
Derrick Williams,Wayne Ellington,2,2,2
Derrick Williams,Wesley Matthews,1,1,1
Derrick Williams,Will Barton,0,1,0
Derrick Williams,Wilson Chandler,2,4,2
Derrick Williams,Zach LaVine,1,2,1
Derrick Williams,Zach Randolph,2,3,2
Devin Harris,A.J. Price,0,2,0
Devin Harris,Aaron Brooks,1,3,1
Devin Harris,Aaron Gordon,1,2,1
Devin Harris,Alan Anderson,1,1,1
Devin Harris,Alec Burks,3,4,3
Devin Harris,Alex Len,1,1,1
Devin Harris,Alexey Shved,0,1,0
Devin Harris,Amar'e Stoudemire,0,1,0
Devin Harris,Amir Johnson,0,2,0
Devin Harris,Andre Drummond,2,2,2
Devin Harris,Andre Iguodala,1,4,1
Devin Harris,Andrew Wiggins,3,4,3
Devin Harris,Anthony Davis,1,3,1
Devin Harris,Anthony Morrow,2,3,2
Devin Harris,Archie Goodwin,1,2,1
Devin Harris,Aron Baynes,1,1,1
Devin Harris,Arron Afflalo,0,6,0
Devin Harris,Austin Daye,1,4,1
Devin Harris,Austin Rivers,1,3,1
Devin Harris,Ben Gordon,0,2,0
Devin Harris,Ben McLemore,1,6,1
Devin Harris,Beno Udrih,6,8,6
Devin Harris,Bojan Bogdanovic,2,2,2
Devin Harris,Boris Diaw,0,2,0
Devin Harris,Brandan Wright,1,1,1
Devin Harris,Brandon Bass,0,1,0
Devin Harris,Brandon Davies,2,2,2
Devin Harris,Brandon Jennings,1,2,1
Devin Harris,Brandon Knight,1,2,1
Devin Harris,Brook Lopez,1,1,1
Devin Harris,CJ McCollum,2,5,2
Devin Harris,CJ Miles,0,2,0
Devin Harris,Carlos Boozer,1,2,1
Devin Harris,Carmelo Anthony,1,1,1
Devin Harris,Caron Butler,1,2,1
Devin Harris,Channing Frye,1,1,1
Devin Harris,Chase Budinger,0,1,0
Devin Harris,Chris Bosh,1,3,1
Devin Harris,Chris Kaman,0,3,0
Devin Harris,Chris Paul,2,6,2
Devin Harris,Corey Brewer,2,4,2
Devin Harris,Cory Joseph,5,9,5
Devin Harris,Courtney Lee,0,3,0
Devin Harris,D.J. Augustin,1,2,1
Devin Harris,Damian Lillard,2,8,2
Devin Harris,Damjan Rudez,1,1,1
Devin Harris,Danilo Gallinari,1,2,1
Devin Harris,Danny Green,0,4,0
Devin Harris,Dante Cunningham,1,2,1
Devin Harris,Dante Exum,1,2,1
Devin Harris,Darrell Arthur,1,1,1
Devin Harris,Darren Collison,2,2,2
Devin Harris,DeAndre Jordan,0,1,0
Devin Harris,DeMar DeRozan,1,2,1
Devin Harris,DeMarcus Cousins,1,3,1
Devin Harris,Dennis Schroder,2,6,2
Devin Harris,Deron Williams,0,1,0
Devin Harris,Derrick Rose,0,3,0
Devin Harris,Dion Waiters,1,3,1
Devin Harris,Donatas Motiejunas,0,1,0
Devin Harris,Dorell Wright,0,1,0
Devin Harris,Draymond Green,0,2,0
Devin Harris,Elfrid Payton,3,7,3
Devin Harris,Elijah Millsap,0,1,0
Devin Harris,Enes Kanter,1,1,1
Devin Harris,Eric Bledsoe,1,1,1
Devin Harris,Eric Gordon,0,2,0
Devin Harris,Evan Turner,1,2,1
Devin Harris,Festus Ezeli,0,2,0
Devin Harris,Francisco Garcia,1,3,1
Devin Harris,Gal Mekel,1,1,1
Devin Harris,Gary Harris,2,3,2
Devin Harris,George Hill,0,2,0
Devin Harris,Gerald Green,0,5,0
Devin Harris,Giannis Antetokounmpo,1,2,1
Devin Harris,Glen Davis,1,3,1
Devin Harris,Goran Dragic,1,4,1
Devin Harris,Gorgui Dieng,1,1,1
Devin Harris,Greg Monroe,1,2,1
Devin Harris,Harrison Barnes,0,2,0
Devin Harris,Hassan Whiteside,0,1,0
Devin Harris,Henry Sims,0,2,0
Devin Harris,Hollis Thompson,0,1,0
Devin Harris,Iman Shumpert,0,1,0
Devin Harris,Isaiah Thomas,0,1,0
Devin Harris,JJ Hickson,0,2,0
Devin Harris,JJ Redick,1,2,1
Devin Harris,Jamal Crawford,0,1,0
Devin Harris,Jameer Nelson,1,3,1
Devin Harris,James Harden,0,2,0
Devin Harris,James Jones,0,1,0
Devin Harris,Jarrett Jack,2,4,2
Devin Harris,Jason Smith,0,1,0
Devin Harris,Jason Terry,4,15,4
Devin Harris,Jeff Ayres,1,1,1
Devin Harris,Jeff Green,4,7,4
Devin Harris,Jeremy Lin,2,2,2
Devin Harris,Jerryd Bayless,0,3,0
Devin Harris,Jimmer Fredette,3,3,3
Devin Harris,Jimmy Butler,1,1,1
Devin Harris,Jodie Meeks,1,2,1
Devin Harris,Joe Ingles,0,1,0
Devin Harris,Joe Johnson,2,4,2
Devin Harris,Jonas Valanciunas,1,1,1
Devin Harris,Jordan Adams,1,1,1
Devin Harris,Jordan Farmar,0,1,0
Devin Harris,Jose Calderon,2,3,2
Devin Harris,Josh Smith,2,3,2
Devin Harris,Jrue Holiday,3,5,3
Devin Harris,Jusuf Nurkic,1,1,1
Devin Harris,KJ McDaniels,1,2,1
Devin Harris,Kemba Walker,0,1,0
Devin Harris,Kendall Marshall,0,2,0
Devin Harris,Kenneth Faried,1,3,1
Devin Harris,Kent Bazemore,1,2,1
Devin Harris,Kentavious Caldwell-Pope,0,1,0
Devin Harris,Kevin Durant,1,1,1
Devin Harris,Kevin Love,0,1,0
Devin Harris,Kevin Martin,0,1,0
Devin Harris,Kirk Hinrich,4,6,4
Devin Harris,Klay Thompson,1,2,1
Devin Harris,Kostas Papanikolaou,0,1,0
Devin Harris,Kris Humphries,1,1,1
Devin Harris,Kyle Anderson,2,3,2
Devin Harris,Kyle Korver,0,1,0
Devin Harris,Kyle Lowry,1,1,1
Devin Harris,Kyrie Irving,1,2,1
Devin Harris,LaMarcus Aldridge,1,1,1
Devin Harris,Larry Sanders,0,1,0
Devin Harris,Lavoy Allen,0,2,0
Devin Harris,Leandro Barbosa,0,1,0
Devin Harris,Lou Williams,2,5,2
Devin Harris,Luc Mbah a Moute,1,1,1
Devin Harris,Luke Babbitt,0,1,0
Devin Harris,Luke Ridnour,1,2,1
Devin Harris,Luol Deng,0,1,0
Devin Harris,Manu Ginobili,1,3,1
Devin Harris,Marco Belinelli,2,3,2
Devin Harris,Marcus Smart,1,4,1
Devin Harris,Marcus Thornton,1,2,1
Devin Harris,Mario Chalmers,0,2,0
Devin Harris,Markieff Morris,1,2,1
Devin Harris,Marreese Speights,1,1,1
Devin Harris,Martell Webster,0,1,0
Devin Harris,Matt Barnes,2,2,2
Devin Harris,Matt Bonner,1,3,1
Devin Harris,Matthew Dellavedova,1,2,1
Devin Harris,Meyers Leonard,1,3,1
Devin Harris,Michael Carter-Williams,4,5,4
Devin Harris,Michael Kidd-Gilchrist,1,2,1
Devin Harris,Mike Conley,1,1,1
Devin Harris,Mike Dunleavy,1,1,1
Devin Harris,Mike Miller,1,1,1
Devin Harris,Mike Scott,1,1,1
Devin Harris,Miles Plumlee,1,1,1
Devin Harris,Mitch McGary,1,1,1
Devin Harris,Mo Williams,1,8,1
Devin Harris,Nerlens Noel,0,1,0
Devin Harris,Nicolas Batum,1,1,1
Devin Harris,Nik Stauskas,3,6,3
Devin Harris,Nikola Mirotic,1,1,1
Devin Harris,Nikola Pekovic,0,1,0
Devin Harris,Omer Asik,0,1,0
Devin Harris,PJ Tucker,1,3,1
Devin Harris,Pablo Prigioni,1,3,1
Devin Harris,Patrick Beverley,2,2,2
Devin Harris,Patrick Patterson,0,1,0
Devin Harris,Patty Mills,0,1,0
Devin Harris,Pero Antic,1,1,1
Devin Harris,Perry Jones,1,2,1
Devin Harris,Quincy Pondexter,1,1,1
Devin Harris,Ramon Sessions,2,2,2
Devin Harris,Randy Foye,1,2,1
Devin Harris,Ray McCallum,1,3,1
Devin Harris,Reggie Evans,1,1,1
Devin Harris,Reggie Jackson,0,2,0
Devin Harris,Robert Covington,0,1,0
Devin Harris,Robert Sacre,0,1,0
Devin Harris,Robin Lopez,0,1,0
Devin Harris,Rodney Hood,1,1,1
Devin Harris,Rodney Stuckey,0,1,0
Devin Harris,Ronnie Price,0,1,0
Devin Harris,Rudy Gay,0,1,0
Devin Harris,Rudy Gobert,1,2,1
Devin Harris,Russell Westbrook,1,3,1
Devin Harris,Ryan Anderson,3,6,3
Devin Harris,Samuel Dalembert,1,4,1
Devin Harris,Serge Ibaka,1,2,1
Devin Harris,Sergey Karasev,1,1,1
Devin Harris,Shabazz Napier,1,1,1
Devin Harris,Shane Larkin,2,4,2
Devin Harris,Shaun Livingston,1,1,1
Devin Harris,Shelvin Mack,0,1,0
Devin Harris,Solomon Hill,1,2,1
Devin Harris,Spencer Hawes,2,3,2
Devin Harris,Stephen Curry,1,4,1
Devin Harris,Steve Blake,1,3,1
Devin Harris,Steve Novak,0,1,0
Devin Harris,Steven Adams,0,2,0
Devin Harris,TJ Warren,1,1,1
Devin Harris,Taj Gibson,1,1,1
Devin Harris,Tayshaun Prince,1,2,1
Devin Harris,Terrence Jones,1,2,1
Devin Harris,Terrence Ross,1,2,1
Devin Harris,Tiago Splitter,1,1,1
Devin Harris,Tim Duncan,1,1,1
Devin Harris,Tony Allen,1,1,1
Devin Harris,Tony Parker,1,4,1
Devin Harris,Trevor Ariza,0,2,0
Devin Harris,Trevor Booker,0,1,0
Devin Harris,Trey Burke,1,6,1
Devin Harris,Tristan Thompson,2,3,2
Devin Harris,Troy Daniels,0,1,0
Devin Harris,Ty Lawson,5,6,5
Devin Harris,Tyler Johnson,1,3,1
Devin Harris,Tyler Zeller,1,1,1
Devin Harris,Tyreke Evans,1,5,1
Devin Harris,Vince Carter,2,3,2
Devin Harris,Wayne Ellington,0,1,0
Devin Harris,Wesley Johnson,0,1,0
Devin Harris,Wesley Matthews,1,2,1
Devin Harris,Willie Green,1,2,1
Devin Harris,Wilson Chandler,1,2,1
Devin Harris,Zach LaVine,0,1,0
Devin Harris,Zach Randolph,1,3,1
Devin Harris,Zaza Pachulia,1,1,1
Devyn Marble,Alexis Ajinca,1,1,1
Devyn Marble,Andrew Wiggins,0,1,0
Devyn Marble,Beno Udrih,1,1,1
Devyn Marble,CJ Watson,0,1,0
Devyn Marble,Carmelo Anthony,1,2,1
Devyn Marble,Chris Kaman,1,1,1
Devyn Marble,Courtney Lee,2,4,2
Devyn Marble,Deron Williams,1,2,1
Devyn Marble,Derrick Rose,0,1,0
Devyn Marble,Donatas Motiejunas,0,1,0
Devyn Marble,Dwight Howard,0,1,0
Devyn Marble,Ian Mahinmi,1,2,1
Devyn Marble,James Harden,0,6,0
Devyn Marble,Jeremy Lamb,0,1,0
Devyn Marble,Jimmer Fredette,1,1,1
Devyn Marble,Jimmy Butler,1,1,1
Devyn Marble,Joe Johnson,0,2,0
Devyn Marble,Kentavious Caldwell-Pope,0,1,0
Devyn Marble,Kirk Hinrich,1,2,1
Devyn Marble,Kyle Lowry,0,1,0
Devyn Marble,Meyers Leonard,1,3,1
Devyn Marble,Nicolas Batum,0,1,0
Devyn Marble,Ryan Kelly,0,1,0
Devyn Marble,Serge Ibaka,1,2,1
Devyn Marble,Steve Blake,1,1,1
Devyn Marble,Steven Adams,0,1,0
Devyn Marble,Tony Allen,0,2,0
Dewayne Dedmon,Adreian Payne,0,1,0
Dewayne Dedmon,Al Horford,1,2,1
Dewayne Dedmon,Al-Farouq Aminu,1,1,1
Dewayne Dedmon,Alexis Ajinca,0,1,0
Dewayne Dedmon,Amar'e Stoudemire,1,1,1
Dewayne Dedmon,Andre Drummond,2,3,2
Dewayne Dedmon,Andrew Bogut,2,2,2
Dewayne Dedmon,Anthony Davis,1,2,1
Dewayne Dedmon,Ben McLemore,2,2,2
Dewayne Dedmon,Beno Udrih,1,1,1
Dewayne Dedmon,Bismack Biyombo,2,3,2
Dewayne Dedmon,Blake Griffin,0,1,0
Dewayne Dedmon,Brandon Bass,0,2,0
Dewayne Dedmon,Brendan Haywood,0,3,0
Dewayne Dedmon,Brook Lopez,0,1,0
Dewayne Dedmon,Carl Landry,1,1,1
Dewayne Dedmon,Caron Butler,1,1,1
Dewayne Dedmon,Charlie Villanueva,0,1,0
Dewayne Dedmon,Chris Andersen,2,2,2
Dewayne Dedmon,Chris Bosh,1,2,1
Dewayne Dedmon,Cody Zeller,0,2,0
Dewayne Dedmon,Cole Aldrich,2,3,2
Dewayne Dedmon,Damjan Rudez,1,1,1
Dewayne Dedmon,Danny Green,1,1,1
Dewayne Dedmon,Darrell Arthur,1,1,1
Dewayne Dedmon,David West,2,3,2
Dewayne Dedmon,DeAndre Jordan,0,1,0
Dewayne Dedmon,DeMarcus Cousins,1,1,1
Dewayne Dedmon,Derrick Favors,1,4,1
Dewayne Dedmon,Dion Waiters,1,1,1
Dewayne Dedmon,Drew Gooden,0,1,0
Dewayne Dedmon,ETwaun Moore,1,1,1
Dewayne Dedmon,Enes Kanter,1,1,1
Dewayne Dedmon,Eric Bledsoe,1,1,1
Dewayne Dedmon,Eric Gordon,1,1,1
Dewayne Dedmon,Ersan Ilyasova,0,1,0
Dewayne Dedmon,Giannis Antetokounmpo,0,1,0
Dewayne Dedmon,Gigi Datome,1,1,1
Dewayne Dedmon,Glen Davis,2,2,2
Dewayne Dedmon,Goran Dragic,1,1,1
Dewayne Dedmon,Hassan Whiteside,1,3,1
Dewayne Dedmon,Hollis Thompson,0,1,0
Dewayne Dedmon,James Ennis,1,4,1
Dewayne Dedmon,James Harden,0,1,0
Dewayne Dedmon,James Johnson,0,1,0
Dewayne Dedmon,Jason Maxiell,1,1,1
Dewayne Dedmon,Jason Smith,0,1,0
Dewayne Dedmon,Jeff Teague,0,1,0
Dewayne Dedmon,Jeremy Lin,0,1,0
Dewayne Dedmon,Joakim Noah,0,2,0
Dewayne Dedmon,Joel Anthony,1,2,1
Dewayne Dedmon,John Henson,1,1,1
Dewayne Dedmon,Jonas Valanciunas,0,2,0
Dewayne Dedmon,Josh McRoberts,1,2,1
Dewayne Dedmon,KJ McDaniels,0,1,0
Dewayne Dedmon,Kevin Seraphin,1,2,1
Dewayne Dedmon,Khris Middleton,1,1,1
Dewayne Dedmon,Kosta Koufos,1,1,1
Dewayne Dedmon,Kris Humphries,1,1,1
Dewayne Dedmon,Kyle Korver,1,1,1
Dewayne Dedmon,Kyrie Irving,0,1,0
Dewayne Dedmon,Lance Thomas,0,1,0
Dewayne Dedmon,Langston Galloway,1,1,1
Dewayne Dedmon,Lou Amundson,2,3,2
Dewayne Dedmon,Marc Gasol,2,2,2
Dewayne Dedmon,Marcin Gortat,1,2,1
Dewayne Dedmon,Marcus Morris,1,1,1
Dewayne Dedmon,Marcus Smart,2,2,2
Dewayne Dedmon,Marvin Williams,1,2,1
Dewayne Dedmon,Mason Plumlee,1,1,1
Dewayne Dedmon,Matthew Dellavedova,1,1,1
Dewayne Dedmon,Michael Kidd-Gilchrist,0,1,0
Dewayne Dedmon,Mike Conley,0,1,0
Dewayne Dedmon,Mike Miller,1,1,1
Dewayne Dedmon,Miles Plumlee,1,1,1
Dewayne Dedmon,Mirza Teletovic,0,1,0
Dewayne Dedmon,Mo Williams,0,1,0
Dewayne Dedmon,Nikola Mirotic,2,3,2
Dewayne Dedmon,PJ Tucker,1,1,1
Dewayne Dedmon,Patrick Patterson,2,2,2
Dewayne Dedmon,Pau Gasol,2,2,2
Dewayne Dedmon,Paul Millsap,1,2,1
Dewayne Dedmon,Perry Jones,0,1,0
Dewayne Dedmon,Reggie Evans,1,1,1
Dewayne Dedmon,Reggie Jackson,0,1,0
Dewayne Dedmon,Robbie Hummel,0,1,0
Dewayne Dedmon,Rodney Hood,1,1,1
Dewayne Dedmon,Rudy Gobert,0,1,0
Dewayne Dedmon,Ryan Anderson,1,1,1
Dewayne Dedmon,Spencer Hawes,2,3,2
Dewayne Dedmon,Taj Gibson,3,3,3
Dewayne Dedmon,Terrence Jones,1,1,1
Dewayne Dedmon,Thabo Sefolosha,0,1,0
Dewayne Dedmon,Tiago Splitter,1,1,1
Dewayne Dedmon,Tim Duncan,1,1,1
Dewayne Dedmon,Timofey Mozgov,1,1,1
Dewayne Dedmon,Tony Wroten,0,1,0
Dewayne Dedmon,Trevor Booker,0,1,0
Dewayne Dedmon,Tyler Hansbrough,2,2,2
Dewayne Dedmon,Tyler Zeller,4,7,4
Dewayne Dedmon,Will Cherry,1,1,1
Dewayne Dedmon,Zach LaVine,1,1,1
Dewayne Dedmon,Zaza Pachulia,1,4,1
Dion Waiters,Aaron Brooks,0,2,0
Dion Waiters,Aaron Gordon,2,2,2
Dion Waiters,Adreian Payne,1,2,1
Dion Waiters,Al Horford,1,5,1
Dion Waiters,Al Jefferson,0,1,0
Dion Waiters,Al-Farouq Aminu,1,3,1
Dion Waiters,Alan Anderson,0,1,0
Dion Waiters,Alex Len,0,1,0
Dion Waiters,Alexis Ajinca,1,1,1
Dion Waiters,Allen Crabbe,1,3,1
Dion Waiters,Alonzo Gee,0,3,0
Dion Waiters,Amar'e Stoudemire,0,1,0
Dion Waiters,Amare Stoudemire,2,2,2
Dion Waiters,Amir Johnson,0,1,0
Dion Waiters,Andre Drummond,0,2,0
Dion Waiters,Andre Miller,0,3,0
Dion Waiters,Andrew Nicholson,1,1,1
Dion Waiters,Andrew Wiggins,5,7,5
Dion Waiters,Anthony Bennett,3,3,3
Dion Waiters,Anthony Davis,3,3,3
Dion Waiters,Anthony Morrow,0,1,0
Dion Waiters,Arron Afflalo,3,7,3
Dion Waiters,Austin Daye,1,3,1
Dion Waiters,Austin Rivers,2,3,2
