name,defender_name,shot_made_flag,n_shot,n_made
Jrue Holiday,Jeremy Lin,3,10,3
Jrue Holiday,Joakim Noah,1,1,1
Jrue Holiday,Joe Harris,1,2,1
Jrue Holiday,John Wall,3,11,3
Jrue Holiday,Jordan Hill,0,1,0
Jrue Holiday,Jose Calderon,4,6,4
Jrue Holiday,Jose Juan Barea,3,4,3
Jrue Holiday,Josh Smith,3,3,3
Jrue Holiday,Kemba Walker,4,13,4
Jrue Holiday,Kendrick Perkins,0,2,0
Jrue Holiday,Kent Bazemore,1,4,1
Jrue Holiday,Kevin Durant,0,2,0
Jrue Holiday,Kevin Love,1,2,1
Jrue Holiday,Kevin Martin,1,1,1
Jrue Holiday,Kevin Seraphin,0,1,0
Jrue Holiday,Klay Thompson,2,4,2
Jrue Holiday,Kobe Bryant,0,1,0
Jrue Holiday,Kris Humphries,5,5,5
Jrue Holiday,Kyle Anderson,0,1,0
Jrue Holiday,Kyle OQuinn,0,1,0
Jrue Holiday,Kyrie Irving,4,8,4
Jrue Holiday,LaMarcus Aldridge,1,2,1
Jrue Holiday,Lance Stephenson,1,2,1
Jrue Holiday,LeBron James,0,1,0
Jrue Holiday,Leandro Barbosa,1,1,1
Jrue Holiday,Luis Scola,0,1,0
Jrue Holiday,Manu Ginobili,1,2,1
Jrue Holiday,Marc Gasol,1,2,1
Jrue Holiday,Marcin Gortat,0,4,0
Jrue Holiday,Marco Belinelli,1,1,1
Jrue Holiday,Marcus Smart,1,1,1
Jrue Holiday,Matt Bonner,0,1,0
Jrue Holiday,Matthew Dellavedova,1,1,1
Jrue Holiday,Michael Kidd-Gilchrist,1,1,1
Jrue Holiday,Mike Conley,5,13,5
Jrue Holiday,Mike Miller,1,1,1
Jrue Holiday,Miles Plumlee,0,1,0
Jrue Holiday,Mo Williams,1,1,1
Jrue Holiday,Monta Ellis,4,7,4
Jrue Holiday,Nicolas Batum,0,3,0
Jrue Holiday,Nikola Mirotic,2,2,2
Jrue Holiday,Nikola Pekovic,1,1,1
Jrue Holiday,Nikola Vucevic,1,2,1
Jrue Holiday,Omri Casspi,1,1,1
Jrue Holiday,PJ Tucker,1,1,1
Jrue Holiday,Patrick Beverley,4,8,4
Jrue Holiday,Patty Mills,0,2,0
Jrue Holiday,Paul Millsap,1,1,1
Jrue Holiday,Paul Pierce,2,5,2
Jrue Holiday,Pero Antic,1,1,1
Jrue Holiday,Quincy Pondexter,0,2,0
Jrue Holiday,Ramon Sessions,2,4,2
Jrue Holiday,Randy Foye,0,1,0
Jrue Holiday,Ray McCallum,0,3,0
Jrue Holiday,Reggie Bullock,1,2,1
Jrue Holiday,Reggie Jackson,1,3,1
Jrue Holiday,Richard Jefferson,0,1,0
Jrue Holiday,Robin Lopez,1,5,1
Jrue Holiday,Rodney Stuckey,1,1,1
Jrue Holiday,Ronnie Price,7,13,7
Jrue Holiday,Ronny Turiaf,1,1,1
Jrue Holiday,Roy Hibbert,1,3,1
Jrue Holiday,Rudy Gay,1,2,1
Jrue Holiday,Rudy Gobert,0,3,0
Jrue Holiday,Russell Westbrook,5,8,5
Jrue Holiday,Serge Ibaka,2,5,2
Jrue Holiday,Shawn Marion,0,2,0
Jrue Holiday,Solomon Hill,1,1,1
Jrue Holiday,Stephen Curry,4,13,4
Jrue Holiday,Steve Blake,1,8,1
Jrue Holiday,Steven Adams,2,5,2
Jrue Holiday,TJ Warren,0,1,0
Jrue Holiday,Tarik Black,0,1,0
Jrue Holiday,Tayshaun Prince,2,2,2
Jrue Holiday,Tiago Splitter,1,1,1
Jrue Holiday,Tim Duncan,2,6,2
Jrue Holiday,Timofey Mozgov,1,2,1
Jrue Holiday,Tony Parker,5,11,5
Jrue Holiday,Trevor Ariza,4,6,4
Jrue Holiday,Trevor Booker,0,4,0
Jrue Holiday,Trey Burke,6,10,6
Jrue Holiday,Tristan Thompson,2,2,2
Jrue Holiday,Troy Daniels,0,1,0
Jrue Holiday,Ty Lawson,0,1,0
Jrue Holiday,Tyler Zeller,0,1,0
Jrue Holiday,Tyson Chandler,5,8,5
Jrue Holiday,Wesley Johnson,3,4,3
Jrue Holiday,Wesley Matthews,1,2,1
Jrue Holiday,Will Cherry,0,1,0
Jrue Holiday,Wilson Chandler,0,1,0
Jrue Holiday,Zach LaVine,5,6,5
Jrue Holiday,Zach Randolph,0,1,0
Julius Randle,Donatas Motiejunas,1,1,1
Julius Randle,Dwight Howard,0,1,0
Julius Randle,Jason Terry,0,1,0
Justin Hamilton,Al Horford,0,1,0
Justin Hamilton,Alex Len,1,2,1
Justin Hamilton,Alexis Ajinca,3,4,3
Justin Hamilton,Amir Johnson,2,2,2
Justin Hamilton,Andre Iguodala,0,1,0
Justin Hamilton,Andre Roberson,1,2,1
Justin Hamilton,Andrew Bogut,1,2,1
Justin Hamilton,Anthony Davis,1,3,1
Justin Hamilton,Aron Baynes,0,1,0
Justin Hamilton,Arron Afflalo,0,3,0
Justin Hamilton,Bojan Bogdanovic,1,1,1
Justin Hamilton,Boris Diaw,1,1,1
Justin Hamilton,Brandan Wright,3,4,3
Justin Hamilton,CJ McCollum,1,1,1
Justin Hamilton,Chris Kaman,2,3,2
Justin Hamilton,Corey Brewer,1,1,1
Justin Hamilton,Cory Jefferson,4,10,4
Justin Hamilton,Cory Joseph,1,2,1
Justin Hamilton,D.J. Augustin,1,2,1
Justin Hamilton,Danny Green,0,1,0
Justin Hamilton,Darrell Arthur,0,1,0
Justin Hamilton,DeJuan Blair,0,2,0
Justin Hamilton,DeMar DeRozan,2,2,2
Justin Hamilton,Derrick Favors,2,3,2
Justin Hamilton,Dewayne Dedmon,2,2,2
Justin Hamilton,Draymond Green,1,2,1
Justin Hamilton,Dwight Howard,0,3,0
Justin Hamilton,Enes Kanter,0,6,0
Justin Hamilton,Eric Bledsoe,0,1,0
Justin Hamilton,Festus Ezeli,1,1,1
Justin Hamilton,Glen Davis,1,1,1
Justin Hamilton,Gordon Hayward,1,2,1
Justin Hamilton,Hedo Turkoglu,0,1,0
Justin Hamilton,Henry Sims,1,1,1
Justin Hamilton,Isaiah Canaan,0,1,0
Justin Hamilton,JJ Hickson,1,1,1
Justin Hamilton,JJ Redick,1,1,1
Justin Hamilton,Jabari Parker,1,1,1
Justin Hamilton,Jae Crowder,0,1,0
Justin Hamilton,James Johnson,1,1,1
Justin Hamilton,James Jones,1,1,1
Justin Hamilton,Jason Maxiell,1,1,1
Justin Hamilton,Jason Terry,0,1,0
Justin Hamilton,Jeff Ayres,1,1,1
Justin Hamilton,Joel Anthony,1,1,1
Justin Hamilton,Joey Dorsey,2,2,2
Justin Hamilton,Jonas Valanciunas,2,4,2
Justin Hamilton,Jordan Clarkson,0,1,0
Justin Hamilton,Kemba Walker,1,2,1
Justin Hamilton,Klay Thompson,0,2,0
Justin Hamilton,Kostas Papanikolaou,0,2,0
Justin Hamilton,LaMarcus Aldridge,0,1,0
Justin Hamilton,Luke Babbitt,1,1,1
Justin Hamilton,Manu Ginobili,0,1,0
Justin Hamilton,Markieff Morris,3,5,3
Justin Hamilton,Mason Plumlee,1,4,1
Justin Hamilton,Matt Bonner,1,2,1
Justin Hamilton,Mike Dunleavy,1,1,1
Justin Hamilton,Mitch McGary,2,2,2
Justin Hamilton,Nazr Mohammed,1,1,1
Justin Hamilton,Nene,0,1,0
Justin Hamilton,Nick Collison,2,3,2
Justin Hamilton,Nicolas Batum,0,1,0
Justin Hamilton,Nikola Mirotic,2,2,2
Justin Hamilton,Nikola Vucevic,3,5,3
Justin Hamilton,Omer Asik,3,4,3
Justin Hamilton,Patrick Beverley,1,1,1
Justin Hamilton,Patty Mills,0,1,0
Justin Hamilton,Pau Gasol,1,4,1
Justin Hamilton,Paul Pierce,0,1,0
Justin Hamilton,Pero Antic,1,1,1
Justin Hamilton,Robert Sacre,0,2,0
Justin Hamilton,Robin Lopez,1,2,1
Justin Hamilton,Rodney Hood,1,1,1
Justin Hamilton,Rudy Gobert,4,9,4
Justin Hamilton,Russell Westbrook,1,1,1
Justin Hamilton,Stephen Curry,0,1,0
Justin Hamilton,Steven Adams,0,1,0
Justin Hamilton,Taj Gibson,0,3,0
Justin Hamilton,Tarik Black,2,2,2
Justin Hamilton,Thaddeus Young,1,2,1
Justin Hamilton,Tiago Splitter,1,2,1
Justin Hamilton,Tim Duncan,0,1,0
Justin Hamilton,Timofey Mozgov,1,1,1
Justin Hamilton,Ty Lawson,0,1,0
Justin Hamilton,Tyreke Evans,0,1,0
Justin Hamilton,Victor Claver,0,1,0
Justin Hamilton,Wesley Johnson,0,1,0
Justin Hamilton,Will Barton,0,1,0
Justin Holiday,Aaron Brooks,0,1,0
Justin Holiday,Al Horford,1,3,1
Justin Holiday,Alan Anderson,1,1,1
Justin Holiday,Alexey Shved,1,1,1
Justin Holiday,Alexis Ajinca,1,3,1
Justin Holiday,Allen Crabbe,0,1,0
Justin Holiday,Amir Johnson,0,1,0
Justin Holiday,Anthony Morrow,0,2,0
Justin Holiday,Arron Afflalo,1,1,1
Justin Holiday,Austin Rivers,1,1,1
Justin Holiday,Ben Gordon,0,1,0
Justin Holiday,Ben McLemore,0,1,0
Justin Holiday,Bojan Bogdanovic,0,1,0
Justin Holiday,Brian Roberts,0,1,0
Justin Holiday,CJ McCollum,0,3,0
Justin Holiday,CJ Miles,1,1,1
Justin Holiday,Carlos Boozer,1,1,1
Justin Holiday,Charlie Villanueva,0,1,0
Justin Holiday,Chase Budinger,1,2,1
Justin Holiday,Chris Copeland,0,1,0
Justin Holiday,Chris Kaman,1,1,1
Justin Holiday,Chris Paul,1,1,1
Justin Holiday,Cleanthony Early,0,2,0
Justin Holiday,Cole Aldrich,0,1,0
Justin Holiday,Damjan Rudez,1,1,1
Justin Holiday,Danilo Gallinari,0,1,0
Justin Holiday,Danny Green,0,1,0
Justin Holiday,Dante Cunningham,1,1,1
Justin Holiday,Dante Exum,0,2,0
Justin Holiday,Darren Collison,1,5,1
Justin Holiday,DeMar DeRozan,0,2,0
Justin Holiday,DeMarcus Cousins,1,1,1
Justin Holiday,Derrick Williams,0,1,0
Justin Holiday,Dion Waiters,0,4,0
Justin Holiday,Donatas Motiejunas,0,1,0
Justin Holiday,Dwight Howard,1,1,1
Justin Holiday,Earl Barron,0,1,0
Justin Holiday,Ed Davis,1,1,1
Justin Holiday,Elijah Millsap,0,2,0
Justin Holiday,Elliot Williams,1,1,1
Justin Holiday,Enes Kanter,0,1,0
Justin Holiday,Gary Harris,2,2,2
Justin Holiday,Gerald Henderson,0,1,0
Justin Holiday,Giannis Antetokounmpo,0,1,0
Justin Holiday,Glenn Robinson,1,1,1
Justin Holiday,Goran Dragic,0,1,0
Justin Holiday,Gordon Hayward,2,2,2
Justin Holiday,Henry Sims,0,1,0
Justin Holiday,Ian Clark,1,2,1
Justin Holiday,Ish Smith,1,1,1
Justin Holiday,J.R. Smith,1,1,1
Justin Holiday,JJ Hickson,0,2,0
Justin Holiday,JaKarr Sampson,1,1,1
Justin Holiday,JaMychal Green,0,2,0
Justin Holiday,Jabari Brown,0,1,0
Justin Holiday,Jamaal Franklin,0,2,0
Justin Holiday,Jameer Nelson,5,8,5
Justin Holiday,James Ennis,1,1,1
Justin Holiday,James Harden,0,1,0
Justin Holiday,James Johnson,1,1,1
Justin Holiday,James Jones,1,1,1
Justin Holiday,James Young,0,2,0
Justin Holiday,Jason Smith,1,1,1
Justin Holiday,Jason Thompson,0,1,0
Justin Holiday,Jeff Adrien,0,1,0
Justin Holiday,Jeff Withey,0,1,0
Justin Holiday,Jerami Grant,0,1,0
Justin Holiday,Jeremy Evans,0,2,0
Justin Holiday,Jeremy Lin,0,1,0
Justin Holiday,Jimmer Fredette,1,1,1
Justin Holiday,Joe Harris,2,2,2
Justin Holiday,Joe Ingles,2,4,2
Justin Holiday,Joey Dorsey,0,1,0
Justin Holiday,Joffrey Lauvergne,1,1,1
Justin Holiday,John Jenkins,0,1,0
Justin Holiday,Jon Leuer,0,1,0
Justin Holiday,Jordan Clarkson,0,2,0
Justin Holiday,Justin Hamilton,1,2,1
Justin Holiday,KJ McDaniels,1,1,1
Justin Holiday,Kenneth Faried,2,3,2
Justin Holiday,Kent Bazemore,0,2,0
Justin Holiday,Kevin Durant,1,1,1
Justin Holiday,Kevin Martin,1,1,1
Justin Holiday,Khris Middleton,1,2,1
Justin Holiday,Kostas Papanikolaou,0,1,0
Justin Holiday,Kyrie Irving,1,1,1
Justin Holiday,Lorenzo Brown,0,1,0
Justin Holiday,Lou Williams,2,4,2
Justin Holiday,Luke Babbitt,0,1,0
Justin Holiday,Manu Ginobili,1,2,1
Justin Holiday,Marco Belinelli,1,2,1
Justin Holiday,Marcus Smart,0,1,0
Justin Holiday,Marcus Thornton,1,2,1
Justin Holiday,Mario Chalmers,0,2,0
Justin Holiday,Matthew Dellavedova,1,2,1
Justin Holiday,Meyers Leonard,1,2,1
Justin Holiday,Michael Carter-Williams,1,3,1
Justin Holiday,Mike Miller,0,1,0
Justin Holiday,Monta Ellis,0,1,0
Justin Holiday,Nerlens Noel,1,3,1
Justin Holiday,Nick Young,2,3,2
Justin Holiday,Nik Stauskas,3,7,3
Justin Holiday,Norris Cole,0,1,0
Justin Holiday,Otto Porter,0,1,0
Justin Holiday,PJ Tucker,1,1,1
Justin Holiday,Patrick Patterson,0,1,0
Justin Holiday,Perry Jones,0,1,0
Justin Holiday,Phil Pressey,1,1,1
Justin Holiday,Quincy Acy,0,1,0
Justin Holiday,Randy Foye,1,2,1
Justin Holiday,Rasual Butler,2,2,2
Justin Holiday,Ray McCallum,2,5,2
Justin Holiday,Raymond Felton,0,1,0
Justin Holiday,Reggie Bullock,1,3,1
Justin Holiday,Reggie Jackson,1,1,1
Justin Holiday,Reggie Williams,1,1,1
Justin Holiday,Richard Jefferson,0,2,0
Justin Holiday,Robbie Hummel,0,3,0
Justin Holiday,Rodney Stuckey,0,1,0
Justin Holiday,Rudy Gay,2,2,2
Justin Holiday,Rudy Gobert,1,3,1
Justin Holiday,Russ Smith,0,1,0
Justin Holiday,Russell Westbrook,1,1,1
Justin Holiday,Ryan Kelly,0,1,0
Justin Holiday,Shane Larkin,1,2,1
Justin Holiday,Shawne Williams,2,2,2
Justin Holiday,Steve Blake,0,1,0
Justin Holiday,Steve Novak,0,1,0
Justin Holiday,Steven Adams,0,1,0
Justin Holiday,Taj Gibson,1,1,1
Justin Holiday,Terrence Ross,0,3,0
Justin Holiday,Thaddeus Young,0,1,0
Justin Holiday,Tim Hardaway Jr.,2,2,2
Justin Holiday,Toure Murry,0,1,0
Justin Holiday,Trey Burke,1,1,1
Justin Holiday,Tristan Thompson,1,1,1
Justin Holiday,Tyler Zeller,1,1,1
Justin Holiday,Will Barton,1,3,1
Justin Holiday,Willie Green,0,1,0
Justin Holiday,Wilson Chandler,2,4,2
Justin Holiday,Xavier Henry,1,3,1
Justin Holiday,Zach LaVine,0,2,0
Jusuf Nurkic,Al Jefferson,2,6,2
Jusuf Nurkic,Alex Len,2,5,2
Jusuf Nurkic,Alexis Ajinca,0,1,0
Jusuf Nurkic,Amar'e Stoudemire,1,1,1
Jusuf Nurkic,Amir Johnson,1,1,1
Jusuf Nurkic,Andre Drummond,1,5,1
Jusuf Nurkic,Andre Iguodala,0,1,0
Jusuf Nurkic,Andrew Bogut,5,7,5
Jusuf Nurkic,Andrew Nicholson,1,1,1
Jusuf Nurkic,Anthony Bennett,0,1,0
Jusuf Nurkic,Anthony Davis,0,2,0
Jusuf Nurkic,Aron Baynes,1,2,1
Jusuf Nurkic,Austin Rivers,0,1,0
Jusuf Nurkic,Avery Bradley,1,1,1
Jusuf Nurkic,Ben McLemore,1,3,1
Jusuf Nurkic,Blake Griffin,1,1,1
Jusuf Nurkic,Boris Diaw,1,1,1
Jusuf Nurkic,Bradley Beal,1,1,1
Jusuf Nurkic,Brandon Bass,1,3,1
Jusuf Nurkic,Brook Lopez,2,5,2
Jusuf Nurkic,Carl Landry,3,3,3
Jusuf Nurkic,Caron Butler,1,3,1
Jusuf Nurkic,Channing Frye,0,1,0
Jusuf Nurkic,Charlie Villanueva,1,2,1
Jusuf Nurkic,Chris Kaman,4,4,4
Jusuf Nurkic,Cody Zeller,0,1,0
Jusuf Nurkic,Corey Brewer,0,1,0
Jusuf Nurkic,Cory Jefferson,1,1,1
Jusuf Nurkic,D.J. Augustin,0,1,0
Jusuf Nurkic,Damjan Rudez,0,1,0
Jusuf Nurkic,Darius Morris,2,2,2
Jusuf Nurkic,DeAndre Jordan,6,9,6
Jusuf Nurkic,DeMarcus Cousins,6,8,6
Jusuf Nurkic,Derrick Favors,1,2,1
Jusuf Nurkic,Derrick Rose,0,1,0
Jusuf Nurkic,Devin Harris,0,1,0
Jusuf Nurkic,Dion Waiters,2,2,2
Jusuf Nurkic,Dirk Nowitzki,1,4,1
Jusuf Nurkic,Donatas Motiejunas,3,3,3
Jusuf Nurkic,Dorell Wright,1,1,1
Jusuf Nurkic,Draymond Green,0,2,0
Jusuf Nurkic,Dwight Howard,1,7,1
Jusuf Nurkic,Dwight Powell,1,3,1
Jusuf Nurkic,Earl Barron,0,1,0
Jusuf Nurkic,Ed Davis,1,1,1
Jusuf Nurkic,Ekpe Udoh,0,1,0
Jusuf Nurkic,Elfrid Payton,1,1,1
Jusuf Nurkic,Enes Kanter,1,3,1
Jusuf Nurkic,Eric Gordon,1,1,1
Jusuf Nurkic,Evan Turner,2,3,2
Jusuf Nurkic,Festus Ezeli,1,1,1
Jusuf Nurkic,Gary Neal,1,1,1
Jusuf Nurkic,Gerald Henderson,0,1,0
Jusuf Nurkic,Giannis Antetokounmpo,0,1,0
Jusuf Nurkic,Glen Davis,2,4,2
Jusuf Nurkic,Gordon Hayward,1,1,1
Jusuf Nurkic,Gorgui Dieng,5,12,5
Jusuf Nurkic,Greg Monroe,0,3,0
Jusuf Nurkic,Greg Smith,1,3,1
Jusuf Nurkic,Harrison Barnes,1,1,1
Jusuf Nurkic,Hassan Whiteside,3,4,3
Jusuf Nurkic,Hedo Turkoglu,0,1,0
Jusuf Nurkic,Jack Cooley,0,1,0
Jusuf Nurkic,Jae Crowder,1,1,1
Jusuf Nurkic,James Harden,1,1,1
Jusuf Nurkic,Jared Dudley,0,1,0
Jusuf Nurkic,Jared Sullinger,1,1,1
Jusuf Nurkic,Jason Maxiell,1,3,1
Jusuf Nurkic,Jason Thompson,1,3,1
Jusuf Nurkic,Jeff Adrien,4,7,4
Jusuf Nurkic,Jeff Ayres,2,2,2
Jusuf Nurkic,Jeff Taylor,1,1,1
Jusuf Nurkic,Jimmy Butler,1,1,1
Jusuf Nurkic,Joakim Noah,1,1,1
Jusuf Nurkic,Joel Anthony,0,1,0
Jusuf Nurkic,Joey Dorsey,0,2,0
Jusuf Nurkic,John Henson,3,4,3
Jusuf Nurkic,Jon Leuer,1,1,1
Jusuf Nurkic,Jordan Hamilton,0,1,0
Jusuf Nurkic,Jordan Hill,0,1,0
Jusuf Nurkic,Josh Smith,1,4,1
Jusuf Nurkic,Justin Holiday,0,1,0
Jusuf Nurkic,Kawhi Leonard,2,2,2
Jusuf Nurkic,Kendrick Perkins,4,7,4
Jusuf Nurkic,Kevin Love,1,1,1
Jusuf Nurkic,Khris Middleton,1,1,1
Jusuf Nurkic,Klay Thompson,0,1,0
Jusuf Nurkic,Kosta Koufos,3,10,3
Jusuf Nurkic,Kris Humphries,0,1,0
Jusuf Nurkic,Kyle O'Quinn,0,1,0
Jusuf Nurkic,Kyle Singler,0,3,0
Jusuf Nurkic,Kyrie Irving,1,2,1
Jusuf Nurkic,Lavoy Allen,2,4,2
Jusuf Nurkic,Leandro Barbosa,1,1,1
Jusuf Nurkic,Luc Mbah a Moute,2,3,2
Jusuf Nurkic,Luol Deng,2,3,2
Jusuf Nurkic,Manu Ginobili,0,1,0
Jusuf Nurkic,Marc Gasol,0,4,0
Jusuf Nurkic,Marcin Gortat,1,4,1
Jusuf Nurkic,Marco Belinelli,1,1,1
Jusuf Nurkic,Mario Chalmers,2,2,2
Jusuf Nurkic,Markieff Morris,1,1,1
Jusuf Nurkic,Marreese Speights,1,5,1
Jusuf Nurkic,Marvin Williams,0,1,0
Jusuf Nurkic,Mason Plumlee,1,5,1
Jusuf Nurkic,Matt Barnes,0,1,0
Jusuf Nurkic,Matt Bonner,0,1,0
Jusuf Nurkic,Maurice Harkless,0,1,0
Jusuf Nurkic,Meyers Leonard,0,1,0
Jusuf Nurkic,Michael Kidd-Gilchrist,0,1,0
Jusuf Nurkic,Mirza Teletovic,0,1,0
Jusuf Nurkic,Mitch McGary,4,5,4
Jusuf Nurkic,Monta Ellis,0,1,0
Jusuf Nurkic,Nerlens Noel,1,2,1
Jusuf Nurkic,Nick Collison,2,2,2
Jusuf Nurkic,Nikola Mirotic,0,1,0
Jusuf Nurkic,Nikola Vucevic,6,10,6
Jusuf Nurkic,Noah Vonleh,1,2,1
Jusuf Nurkic,Omer Asik,7,12,7
Jusuf Nurkic,Omri Casspi,0,1,0
Jusuf Nurkic,PJ Hairston,0,1,0
Jusuf Nurkic,Patrick Patterson,0,1,0
Jusuf Nurkic,Pau Gasol,1,5,1
Jusuf Nurkic,Quincy Pondexter,0,2,0
Jusuf Nurkic,Ramon Sessions,0,1,0
Jusuf Nurkic,Ray McCallum,0,1,0
Jusuf Nurkic,Reggie Evans,1,2,1
Jusuf Nurkic,Robert Sacre,7,10,7
Jusuf Nurkic,Robin Lopez,1,3,1
Jusuf Nurkic,Rudy Gobert,0,1,0
Jusuf Nurkic,Russell Westbrook,0,1,0
Jusuf Nurkic,Ryan Anderson,2,2,2
Jusuf Nurkic,Ryan Hollins,0,2,0
Jusuf Nurkic,Serge Ibaka,0,3,0
Jusuf Nurkic,Sergey Karasev,0,1,0
Jusuf Nurkic,Shabazz Muhammad,1,1,1
Jusuf Nurkic,Shavlik Randolph,0,1,0
Jusuf Nurkic,Shawne Williams,0,2,0
Jusuf Nurkic,Shayne Whittington,0,1,0
Jusuf Nurkic,Spencer Hawes,1,2,1
Jusuf Nurkic,Steve Novak,1,1,1
Jusuf Nurkic,Tarik Black,2,4,2
Jusuf Nurkic,Tiago Splitter,1,1,1
Jusuf Nurkic,Tim Duncan,3,8,3
Jusuf Nurkic,Tobias Harris,0,1,0
Jusuf Nurkic,Tony Allen,0,1,0
Jusuf Nurkic,Trevor Ariza,1,2,1
Jusuf Nurkic,Tristan Thompson,1,1,1
Jusuf Nurkic,Tyler Ennis,0,1,0
Jusuf Nurkic,Tyler Zeller,1,5,1
Jusuf Nurkic,Tyson Chandler,1,8,1
Jusuf Nurkic,Udonis Haslem,0,1,0
Jusuf Nurkic,Wesley Johnson,1,1,1
Jusuf Nurkic,Zach LaVine,1,1,1
Jusuf Nurkic,Zach Randolph,0,1,0
Jusuf Nurkic,Zaza Pachulia,1,2,1
KJ McDaniels,A.J. Price,1,1,1
KJ McDaniels,Aaron Brooks,0,1,0
KJ McDaniels,Al Horford,2,4,2
KJ McDaniels,Alan Anderson,0,2,0
KJ McDaniels,Alex Len,1,2,1
KJ McDaniels,Alexis Ajinca,0,1,0
KJ McDaniels,Allen Crabbe,0,1,0
KJ McDaniels,Alonzo Gee,1,2,1
KJ McDaniels,Amare Stoudemire,0,1,0
KJ McDaniels,Amir Johnson,1,4,1
KJ McDaniels,Andre Dawkins,0,1,0
KJ McDaniels,Andre Drummond,1,2,1
KJ McDaniels,Andre Iguodala,0,1,0
KJ McDaniels,Andre Roberson,1,2,1
KJ McDaniels,Andrew Bogut,1,1,1
KJ McDaniels,Andrew Wiggins,2,3,2
KJ McDaniels,Anthony Davis,1,1,1
KJ McDaniels,Anthony Morrow,1,1,1
KJ McDaniels,Anthony Tolliver,2,4,2
KJ McDaniels,Archie Goodwin,0,1,0
KJ McDaniels,Aron Baynes,0,2,0
KJ McDaniels,Austin Daye,3,3,3
KJ McDaniels,Avery Bradley,1,2,1
KJ McDaniels,Bojan Bogdanovic,2,6,2
KJ McDaniels,Boris Diaw,0,1,0
KJ McDaniels,Bradley Beal,0,1,0
KJ McDaniels,Brandan Wright,3,5,3
KJ McDaniels,Brandon Bass,0,1,0
KJ McDaniels,Brandon Jennings,1,1,1
KJ McDaniels,Brook Lopez,0,1,0
KJ McDaniels,CJ McCollum,1,1,1
KJ McDaniels,CJ Miles,1,2,1
KJ McDaniels,Carmelo Anthony,1,3,1
KJ McDaniels,Caron Butler,1,3,1
KJ McDaniels,Cartier Martin,2,3,2
KJ McDaniels,Chandler Parsons,2,3,2
KJ McDaniels,Channing Frye,2,4,2
KJ McDaniels,Charlie Villanueva,1,2,1
KJ McDaniels,Chase Budinger,0,1,0
KJ McDaniels,Chris Andersen,1,1,1
KJ McDaniels,Chris Kaman,1,1,1
KJ McDaniels,Chris Paul,0,1,0
KJ McDaniels,Cody Zeller,1,1,1
KJ McDaniels,Corey Brewer,2,7,2
KJ McDaniels,Cory Jefferson,0,1,0
KJ McDaniels,Cory Joseph,0,3,0
KJ McDaniels,Courtney Lee,0,3,0
KJ McDaniels,D.J. Augustin,0,1,0
KJ McDaniels,Damjan Rudez,0,1,0
KJ McDaniels,Danilo Gallinari,1,1,1
KJ McDaniels,Danny Granger,0,2,0
KJ McDaniels,Danny Green,1,1,1
KJ McDaniels,Dante Cunningham,0,1,0
KJ McDaniels,Dante Exum,0,1,0
KJ McDaniels,Darrell Arthur,0,1,0
KJ McDaniels,David West,0,1,0
KJ McDaniels,DeAndre Jordan,0,1,0
KJ McDaniels,DeMar DeRozan,2,6,2
KJ McDaniels,DeMarre Carroll,2,4,2
KJ McDaniels,Deron Williams,3,3,3
KJ McDaniels,Derrick Favors,0,1,0
KJ McDaniels,Dirk Nowitzki,0,1,0
KJ McDaniels,Donald Sloan,1,2,1
KJ McDaniels,Draymond Green,1,2,1
KJ McDaniels,Dwight Howard,0,2,0
KJ McDaniels,Ekpe Udoh,0,1,0
KJ McDaniels,Elfrid Payton,1,1,1
KJ McDaniels,Elijah Millsap,1,2,1
KJ McDaniels,Elton Brand,0,1,0
KJ McDaniels,Enes Kanter,1,1,1
KJ McDaniels,Eric Bledsoe,1,2,1
KJ McDaniels,Eric Gordon,0,1,0
KJ McDaniels,Evan Fournier,0,2,0
KJ McDaniels,Evan Turner,0,1,0
KJ McDaniels,Gary Neal,0,1,0
KJ McDaniels,Gerald Green,0,1,0
KJ McDaniels,Gerald Henderson,0,1,0
KJ McDaniels,Gerald Wallace,0,1,0
KJ McDaniels,Giannis Antetokounmpo,0,1,0
KJ McDaniels,Goran Dragic,1,4,1
KJ McDaniels,Gordon Hayward,0,1,0
KJ McDaniels,Gorgui Dieng,2,2,2
KJ McDaniels,Grant Jerrett,1,1,1
KJ McDaniels,Greg Monroe,1,4,1
KJ McDaniels,Greg Stiemsma,1,1,1
KJ McDaniels,Greivis Vasquez,1,2,1
KJ McDaniels,Harrison Barnes,0,1,0
KJ McDaniels,Isaiah Canaan,1,1,1
KJ McDaniels,Isaiah Thomas,0,4,0
KJ McDaniels,J.R. Smith,2,3,2
KJ McDaniels,JJ Hickson,1,2,1
KJ McDaniels,JJ Redick,0,1,0
KJ McDaniels,Jabari Parker,1,1,1
KJ McDaniels,Jack Cooley,0,1,0
KJ McDaniels,Jae Crowder,1,5,1
KJ McDaniels,James Harden,2,2,2
KJ McDaniels,James Johnson,1,1,1
KJ McDaniels,James Jones,1,1,1
KJ McDaniels,Jared Sullinger,1,1,1
KJ McDaniels,Jarrett Jack,1,1,1
KJ McDaniels,Jason Smith,1,2,1
KJ McDaniels,Jason Terry,0,2,0
KJ McDaniels,Jeff Ayres,0,1,0
KJ McDaniels,Jeff Green,2,4,2
KJ McDaniels,Jeff Teague,0,1,0
KJ McDaniels,Jeremy Lamb,0,3,0
KJ McDaniels,Jerryd Bayless,1,2,1
